title,url,status
【LNG】2022FEB 早上好負責醜聯盟阿罵集團現在是，腸胃炎時間～,https://www.youtube.com/watch?v=1olCixqQtPA,pending
【LNG】2022JAN 佛地瓜索命咒打噓吹梗 x 我同學表姊是Lisa x 還有一百個紫變,https://www.youtube.com/watch?v=DF9ma1zdI_U,pending
【LNG】2021DEC 打不贏桌子就買水波爐煮白斬雞CSV下來讓你X1shot,https://www.youtube.com/watch?v=QecpqGL6IoU,pending
【LNG】2021NOV 等到2024頭髮長出來就帶Yakisoba去北投找Pasta哥哥です,https://www.youtube.com/watch?v=3XzGRI3c0ZI,pending
【LNG】2021OCT 老子直接在稻田金克拉的聊天室抖3000塊,https://www.youtube.com/watch?v=bkYlBVMQR1c,pending
【LNG】2021SEP 書志翔Bagel咬,https://www.youtube.com/watch?v=Tk5sE6zNUb4,pending
【LNG】2021AUG 我就算中樂透也不會餔,https://www.youtube.com/watch?v=blew5xdbknw,pending
【LNG】2021JUL 鬆帶肌肉聲了就跑去春水溝堂點胖老D炸爹,https://www.youtube.com/watch?v=MNbQ2Qkp3g8,pending
【LNG】2021JUN LNG x DnD,https://www.youtube.com/watch?v=kzb33SFcsuo,pending
【LNG】2021MAY 你是不是想跟我甲匹丁料,https://www.youtube.com/watch?v=NGrxm6XfhaE,pending
【LNG】2021APR 美術80ㄈㄚ水澗規殺人,https://www.youtube.com/watch?v=KwVTA-ty6eo,pending
【LNG】2021MAR ㄤ祿商之爪 抓浩忠瑪琳 冠佑對不起,https://www.youtube.com/watch?v=vJLK6Liz5NU,pending
【LNG】2021FEB 金蘇魯3080拉拉拉拉拉,https://www.youtube.com/watch?v=KIqPbfasJ-E,pending
【LNG】2020DEC 小嘟撒,https://www.youtube.com/watch?v=ZCYGljCYBhw,pending
【LNG】2021JAN 電車難題啦,https://www.youtube.com/watch?v=uDi65YFaLQY,pending
【LNG】2020NOV 吉,https://www.youtube.com/watch?v=VXjn7AP5CiY,pending
【LNG】2020OCT 魯天跟爾豆子在古野家,https://www.youtube.com/watch?v=Y9WnDnTwUbQ,pending
【LNG】2020SEP 喇咬郎BOGI 邱FIGEEMOWI,https://www.youtube.com/watch?v=5YOoRD3uVQI,pending
【LNG】2020AUG 來不來下敢,https://www.youtube.com/watch?v=6-htqfDbrr0,pending
【LNG】2020JUL takenologic,https://www.youtube.com/watch?v=ElyhGHsTJvs,pending
【LNG】2020JUN 9Key 9Key Breeeeee,https://www.youtube.com/watch?v=IDrJSeNRAF0,pending
【LNG】2020MAY：傭兵造句：男友這麼平庸，兵變也是合理的。,https://www.youtube.com/watch?v=645YdbGr3XU,pending
【LNG】2020APR Totalひげ,https://www.youtube.com/watch?v=9R9ZnkyiZNk,pending
【LNG】2020MAR 爽45678,https://www.youtube.com/watch?v=lq7cOtu85bY,pending
【LNG】2020FEB 快糕朝了,https://www.youtube.com/watch?v=qlGJY3XBjaE,pending
【LNG】2020JAN 春酒,https://www.youtube.com/watch?v=P6cQl8ozHyE,pending
【LNG】2019DEC 人格變態,https://www.youtube.com/watch?v=Lr9mSyMI_J8,pending
【LNG】2019OCT 南南東,https://www.youtube.com/watch?v=D7QThoJXOWo,pending
【LNG】2019SEP 去鳥屎家pt1,https://www.youtube.com/watch?v=5GdhjjyvtFs,pending
【LNG】2019SEP 去鳥屎家pt2,https://www.youtube.com/watch?v=V2wQv_-Y5xM,pending
【LNG】20190818 置入雨港基隆,https://www.youtube.com/watch?v=E6lT5rKn1Ds,pending
【LNG】20190728 整段整段學起來 消費三小時,https://www.youtube.com/watch?v=R5GD67YSVUI,pending
【LNG】20190623 REBOUND,https://www.youtube.com/watch?v=ZuGdoU5K7T0,pending
【LNG】20190526 鄉巴佬的日本行,https://www.youtube.com/watch?v=8rJntcD7xKQ,pending
【LNG】20190414 爆開,https://www.youtube.com/watch?v=H1hDzupJWTE,pending
【LNG】20190310 Puzza,https://www.youtube.com/watch?v=RMdHZFhB8Kc,pending
【LNG】20190119 歡樂KTV,https://www.youtube.com/watch?v=UT6MrQSa7Cg,pending
【LNG】20190224 不爽不要玩桌遊,https://www.youtube.com/watch?v=pTOut8XQaCo,pending
【LNG】20181216 忌嘲笑民間藝人,https://www.youtube.com/watch?v=gLcgO4dzyy0,pending
【LNG】20181118 本里規定,https://www.youtube.com/watch?v=cikNqO8W2mo,pending
【LNG】20181020 黃牌 上,https://www.youtube.com/watch?v=BBjnHsni8S8,pending
【LNG】20181020 黃牌 下,https://www.youtube.com/watch?v=7MP2OrNK9Xg,pending
【LNG】20180916 跟各位報告一下，妹妹學台語,https://www.youtube.com/watch?v=6Yx1VLQKW4Q,pending
【LNG】2018 中部台聚實況存檔,https://www.youtube.com/watch?v=h-wU82HPx_c,pending
【LNG】20180819 不~可~能~~~,https://www.youtube.com/watch?v=0izQ8U3yP90,pending
【LNG】2018 北部台聚實況存檔,https://www.youtube.com/watch?v=HQGZOdfrKVA,pending
【LNG】20180708 1!,https://www.youtube.com/watch?v=Qmzk24Fw1rU,pending
【LNG】20180609 從前從前,https://www.youtube.com/watch?v=ynRR3UFlDj8,pending
【LNG】20180513 工商超人,https://www.youtube.com/watch?v=bKljyJONA-M,pending
【LNG】20180408 淦你娘露爆,https://www.youtube.com/watch?v=_uKCO2gIlVA,pending
【LNG】20180318 這個真的算春酒,https://www.youtube.com/watch?v=jqp5nd_WdCA,pending
【LNG】20180219 新春急智歌王,https://www.youtube.com/watch?v=BDwJS2toI1o,pending
【LNG】20180219 ㄅ年行大運,https://www.youtube.com/watch?v=WN2DaOLAtxc,pending
【LNG】20180121 保護世界奇觀,https://www.youtube.com/watch?v=1PdMEAsbJ84,pending
【LNG】20180114 溝溝 power ranger,https://www.youtube.com/watch?v=G09iuBRfyuQ,pending
【LNG】20180101 我們要小改版了,https://www.youtube.com/watch?v=zJyyWyJIj3Q,pending
【LNG】20171203 似顏繪大賽,https://www.youtube.com/watch?v=XvnXXEdMXeM,pending
【LNG】20171203 一二三,https://www.youtube.com/watch?v=jBb9haRzrbc,pending
【LNG】20171112 猜人名pt2,https://www.youtube.com/watch?v=xvG2WB9XwNs,pending
【LNG】20171112 乞丐與他們的產地,https://www.youtube.com/watch?v=R9fWPc9YsoI,pending
【LNG】20171112 猜人名pt1,https://www.youtube.com/watch?v=bwW3iwTfSic,pending
【LNG】20171105 牧場農語,https://www.youtube.com/watch?v=qsyyc5xz8ww,pending
【LNG】20171105 英霸電腦,https://www.youtube.com/watch?v=XvxLlDWzy4U,pending
【LNG】20171022 鼠肯斯坦,https://www.youtube.com/watch?v=LG6tLFMKHw4,pending
【LNG】20171022 活在網遊裡,https://www.youtube.com/watch?v=ipGsTpolk8g,pending
【LNG】20171008 超級雞馬,https://www.youtube.com/watch?v=49krw0agGK4,pending
【LNG】20171008 老王開台,https://www.youtube.com/watch?v=GBpd0fr0CiE,pending
【LNG】201700903 印加寶藏,https://www.youtube.com/watch?v=HTuN2bsKbHc,pending
【LNG】20170903 版權小精靈,https://www.youtube.com/watch?v=BazHOk5Ilsk,pending
【LNG】20170827 你畫我猜,https://www.youtube.com/watch?v=2RrSsIwBios,pending
【LNG】20170827 長子萬事要小心,https://www.youtube.com/watch?v=LLX0V51BJEY,pending
【LNG】20170806 你畫我猜,https://www.youtube.com/watch?v=V55yCo2cAhI,pending
【LNG】20170806 沒默契大考驗,https://www.youtube.com/watch?v=Qkohj2_hkxo,pending
【LNG】20170723 Overwatch,https://www.youtube.com/watch?v=9jwGHg23Y6A,pending
【LNG】20170723 網咖的泡麵特別好吃,https://www.youtube.com/watch?v=71jM1yMVV00,pending
【LNG】20170702 到底玩了多久,https://www.youtube.com/watch?v=F30lhbT9WwA,pending
【LNG】20170618 故事接龍：忍者風太郎,https://www.youtube.com/watch?v=0qfI6agMD60,pending
【LNG】20170618 酷黑雙爸,https://www.youtube.com/watch?v=ARdHyH_Bj2A,pending
【LNG】20170528 Alien Swarm: Reactive Drop,https://www.youtube.com/watch?v=eoM8N03JglM,pending
【LNG】20170528 自我懷疑之夜,https://www.youtube.com/watch?v=EGOXtMmViKE,pending
【LNG】20170514 如果開餐廳,https://www.youtube.com/watch?v=J2M_U8i81RI,pending
【LNG】20170423 Gang Beasts,https://www.youtube.com/watch?v=jc_FFH2-aX0,pending
【LNG】20170423 孔子包遊覽車,https://www.youtube.com/watch?v=gMS7yIhQaIA,pending
【LNG】20170409 熏暗太怯帥,https://www.youtube.com/watch?v=V2S8SKvUNdE,pending
【LNG】20170409 Gang Beasts,https://www.youtube.com/watch?v=4MC-6uhtJ00,pending
【LNG】20170402 LoL,https://www.youtube.com/watch?v=5nFaO2kkPbQ,pending
【LNG】20170402 一次五塊錢,https://www.youtube.com/watch?v=C3aFO6x9Th0,pending
【LNG】20170319 LoL ARAM,https://www.youtube.com/watch?v=RboX0PMr5_M,pending
【LNG】20170319 小美奇遇記,https://www.youtube.com/watch?v=JQjHoC8El4A,pending
【LNG】20170312 Tricky Tower,https://www.youtube.com/watch?v=WqZjKt1ve_E,pending
【LNG】20170312 小學生的汗,https://www.youtube.com/watch?v=uldn77dCcwQ,pending
【LNG】20170305 隨機阿福,https://www.youtube.com/watch?v=xUqf_4zLX_Q,pending
【LNG】20170305 肚子餓餓的夜晚,https://www.youtube.com/watch?v=CYOE4VlvdQM,pending
【LNG】20170219 Drawful2 LoL,https://www.youtube.com/watch?v=gnvnF8cZh9E,pending
【LNG】20170219 極度激凸禿頭涂,https://www.youtube.com/watch?v=xPgf_x2dMew,pending
【LNG】20170212 殘酷二選一,https://www.youtube.com/watch?v=kZ3hgZevq4s,pending
【LNG】20170212 Tricky Tower,https://www.youtube.com/watch?v=Kogbx5RIH1c,pending
【LNG】20170115 看看以前的自己,https://www.youtube.com/watch?v=Lh7Dt8JRHJE,pending
【LNG】20170108 Chivalry 中世紀砍砍,https://www.youtube.com/watch?v=jYIHKjDszLo,pending
【LNG】20170108 掩飾禿頭還是空氣瀏海,https://www.youtube.com/watch?v=IN1CgIpJacg,pending
【LNG】2017 真的有看信,https://www.youtube.com/watch?v=_vTiozNuxRI,pending
【LNG】20161218 LOL普羅王 Dota2國王TD,https://www.youtube.com/watch?v=AIr5qCtAoBg,pending
【LNG】20161218 香山居士也想談戀愛,https://www.youtube.com/watch?v=QAwCwImcxKY,pending
【LNG】20161127 偶鼻喉摳,https://www.youtube.com/watch?v=c4ghCCKjE1Y,pending
【LNG】20161120 Gmod 重灌就好了，不用跟我說解決辦法,https://www.youtube.com/watch?v=jqPbki_fOZw,pending
【LNG】20161030 社會有夠爛,https://www.youtube.com/watch?v=RGRaLoX-f3g,pending
【LNG】20161023,https://www.youtube.com/watch?v=jKH1Jvv8B_0,pending
【LNG】20161016 醜照一籮筐,https://www.youtube.com/watch?v=NGlAwEIzLj0,pending
【LNG】20160828 台北不是你的家,https://www.youtube.com/watch?v=KwDLn2gz8ag,pending
【LNG】20160814 勃~~~,https://www.youtube.com/watch?v=2s1R_w4aKaw,pending
【LNG】20160807 PokemonGO開了,https://www.youtube.com/watch?v=9cC_AX0mQj8,pending
【LNG】20160724 蛋玩論破 pt2,https://www.youtube.com/watch?v=RtEvlASETcs,pending
【LNG】20160724 蛋玩論破 pt1,https://www.youtube.com/watch?v=u_vCONsybHg,pending
【LNG】20160710 在家跳奇怪的舞,https://www.youtube.com/watch?v=kmxHbOrCJJY,pending
【LNG】20160703 我會努力澆熱水,https://www.youtube.com/watch?v=p2TMEFe5Xyk,pending
【LNG】20160626 啊啊啊啊啊啊,https://www.youtube.com/watch?v=I0ivEKs99Dw,pending
【LNG】20160619 屌人國,https://www.youtube.com/watch?v=eUnutFre30Y,pending
【LNG】20160605 第二次注音文大戰,https://www.youtube.com/watch?v=if3Syfz5Boo,pending
【LNG】20160529 大家抱歉不要告我們,https://www.youtube.com/watch?v=OpePplwD5ls,pending
【LNG】20160522 到底要唱什麼歌啦,https://www.youtube.com/watch?v=hgdYARrYe48,pending
【LNG】20160515 閻孝國!,https://www.youtube.com/watch?v=Jgfv63xuH44,pending
【LNG】20160501 陪伴童年的港片,https://www.youtube.com/watch?v=jmJl-Z1yTTE,pending
【LNG】20160417 詩情畫意,https://www.youtube.com/watch?v=nxWJ_TU4J5c,pending
【LNG】2016/04/10 燒餅DJ台,https://www.youtube.com/watch?v=GbUNeZTRfxc,pending
【LNG】2016/03/13 老王睡著了 pt2,https://www.youtube.com/watch?v=D4aUP7-DZyw,pending
【LNG】2016/03/13 老王睡著了 pt1,https://www.youtube.com/watch?v=0Ey0yYWTH4E,pending
【LNG】2016/02/28 上,https://www.youtube.com/watch?v=sxmYCcpgwXk,pending
【LNG】2016/02/28 下,https://www.youtube.com/watch?v=aWqpguXhZTc,pending
【LNG】2016/02/21 WABIS,https://www.youtube.com/watch?v=4U5dzK2zG28,pending
【LNG】2016/02/14 維基解密,https://www.youtube.com/watch?v=7WLMY2KOMkY,pending
【LNG】2016/02/07 購物狂的異想世界,https://www.youtube.com/watch?v=Tb6oc7ZNuMI,pending
【LNG】2016/01/17 3D屌力全開,https://www.youtube.com/watch?v=zxncA71h-Tw,pending
【LNG】2016/01/10 鳥~~人~~,https://www.youtube.com/watch?v=vlinh-NJn-o,pending
【LNG】2016/01/03 雞籃高手,https://www.youtube.com/watch?v=Gkxwb741p4I,pending
【LNG】2016/01/03 超級說書人後面小二病,https://www.youtube.com/watch?v=ByXlM8J2c-w,pending
LNG 日常：為什麼肋排附的是奶油刀,https://www.youtube.com/watch?v=W7_INyTVBBg,pending
LNG 日常：大家的信我們有看,https://www.youtube.com/watch?v=_wUz3YL-MmI,pending
LNG 日常：2015到2016的跨年不准笑pt2,https://www.youtube.com/watch?v=CA3nQGOwr2Y,pending
LNG 日常：2015到2016的跨年不准笑pt1,https://www.youtube.com/watch?v=dDKv89TsJc4,pending
【LNG】2015/12/26 交換禮物好像都很爛,https://www.youtube.com/watch?v=Q4qIk5KeS4c,pending
【LNG】2015/12/19 超級繞口令大戰,https://www.youtube.com/watch?v=sArbyWTpPZg,pending
【LNG小劇場】遇到的糗事,https://www.youtube.com/watch?v=uk57aD1HTe0,pending
【LNG】2015/11/29  公公他偏頭銅,https://www.youtube.com/watch?v=47QS_7fdVrs,pending
【LNG】2015/11/15 第二次超級急智人大戰 食物篇,https://www.youtube.com/watch?v=cUWwu439Pmk,pending
【LNG】2015/11/08 超級急智人大戰 食物篇,https://www.youtube.com/watch?v=uN9xrlom7X4,pending
【LNG】2015/10/11 自奶也,https://www.youtube.com/watch?v=Zt3yAU2GJ5E,pending
【LNG】2015/09/13 到底要睡多久,https://www.youtube.com/watch?v=tvHugIUKbbU,pending
【LNG】2015/09/05 最深層的髒話,https://www.youtube.com/watch?v=CrNyi7EvJ6o,pending
【LNG小劇場】如果LNG是電競選手的話,https://www.youtube.com/watch?v=sMSoTJw3huI,pending
【LNG】2015/08/22 You know what I saying? pt1,https://www.youtube.com/watch?v=gvxtX-vudeI,pending
【LNG】2015/08/22 You know what I saying? pt2,https://www.youtube.com/watch?v=2o64uP0A0F8,pending
【LNG】2015/08/16 超負面Tshirt,https://www.youtube.com/watch?v=LySij8QHWhU,pending
【LNG】2015/08/09 When I see you again~,https://www.youtube.com/watch?v=NQl9mt5u-B8,pending
【LNG】2015/08/02 大家都很累,https://www.youtube.com/watch?v=eVu9AH3kU6E,pending
【LNG】2015/07/26 食指尿尿 NICE!,https://www.youtube.com/watch?v=HbyQg2kCaZw,pending
【LNG】2015/07/19 作夢高爾夫,https://www.youtube.com/watch?v=HjH-VfjnnOE,pending
【LNG】2015/07/12 超沒幹勁的一天 pt1,https://www.youtube.com/watch?v=Cpr2RPVegKA,pending
【LNG】2015/07/12 超沒幹勁的一天 pt2,https://www.youtube.com/watch?v=MJLMQeNRUBk,pending
【LNG】2015/07/05 不爽快食物大全,https://www.youtube.com/watch?v=-oIwhcZXkGE,pending
【LNG】2015/06/28 我不是暴龍,https://www.youtube.com/watch?v=btwMZ8LJI4s,pending
【LNG】2015/06/20 我要揍死你 pt2,https://www.youtube.com/watch?v=i9KdKV63dl0,pending
【LNG】2015/06/20 我要揍死你 pt1,https://www.youtube.com/watch?v=nvdoqTgWccw,pending
【LNG】2015/06/06 絞盡腦汁之夜 pt2,https://www.youtube.com/watch?v=Ijdeyqc-2-s,pending
【LNG】2015/06/06 絞盡腦汁之夜 pt1,https://www.youtube.com/watch?v=rYHFiiR_Sys,pending
【LNG】2015/05/24 猴~~~我要寫私訊,https://www.youtube.com/watch?v=LaJYMwS4mFI,pending
【LNG】2015/05/17 全年度的問題都不要問,https://www.youtube.com/watch?v=TKGM2EjtT7Y,pending
【LNG】2015/05/10 一直斷線 pt1,https://www.youtube.com/watch?v=O3TZigX94pM,pending
【LNG】2015/05/10 一直斷線 pt2,https://www.youtube.com/watch?v=-zb2o8Z7lKc,pending
【LNG】2015/05/03 哎唷～好吃！ pt2,https://www.youtube.com/watch?v=j4_IMkH67ww,pending
【LNG】2015/05/03 哎唷～好吃！ pt1,https://www.youtube.com/watch?v=0X8CZqyysf4,pending
【LNG】2015/04/26 如果我有30億,https://www.youtube.com/watch?v=ToV0tND9r2M,pending
【LNG】2015/04/19 卡祖笛大濕,https://www.youtube.com/watch?v=KmS0RZ8JRlc,pending
【LNG小劇場】不敢買保險套,https://www.youtube.com/watch?v=oFRvp6qZsik,pending
【LNG】2015/03/29 我只是練肖為,https://www.youtube.com/watch?v=DLuPZrOfrz8,pending
【LNG】2015/03/22 八毛回來牛頭王 pt3,https://www.youtube.com/watch?v=mXld61GC6eA,pending
【LNG】2015/03/22 八毛回來牛頭王 pt2,https://www.youtube.com/watch?v=9DHPfC_qhYU,pending
【LNG】2015/03/22 八毛回來牛頭王 pt1,https://www.youtube.com/watch?v=rmYlcqea0oo,pending
【LNG】2015/03/22 八毛回來牛頭王 pt4,https://www.youtube.com/watch?v=N_n2g_JSzw8,pending
【LNG】2015/03/08 八毛當兵趣,https://www.youtube.com/watch?v=x5HewN-JWls,pending
【LNG】2015/02/22 翔翔的夢幻世界,https://www.youtube.com/watch?v=hqdg1_sMyAY,pending
【LNG】2015/02/15 懂~恩答~~~,https://www.youtube.com/watch?v=x_7CU8P_3QA,pending
【LNG】2015/02/08 別挨餓啊,https://www.youtube.com/watch?v=gkd3Fzu1Bn8,pending
【LNG】2015/02/01 毒奶雞排不加辣,https://www.youtube.com/watch?v=6U48JV6Eows,pending
【LNG】2015/01/11 被笑妄想症,https://www.youtube.com/watch?v=WuTwm9UMhlA,pending
【LNG】2015/01/04 等ㄌ~登ㄉㄌㄌ pt2,https://www.youtube.com/watch?v=kz_4DySfaoE,pending
【LNG】2015/01/04 等ㄌ~登ㄉㄌㄌ pt1,https://www.youtube.com/watch?v=B0vC3WV4VXU,pending
【LNG 日常】拼人臉遊戲#2,https://www.youtube.com/watch?v=S3KCtg6YX_g,pending
【LNG 日常】拼人臉遊戲#3,https://www.youtube.com/watch?v=G8TQa0DKvy0,pending
【LNG 日常】拼人臉遊戲#1,https://www.youtube.com/watch?v=owb11oWqSoA,pending
【LNG】2014/12/28 不知道在幹嘛,https://www.youtube.com/watch?v=4Uh4QbL6oAs,pending
【LNG】2014/12/21 關鍵性普羅王大戰 (Part 16),https://www.youtube.com/watch?v=iKE9FjqPOP4,pending
【LNG】2014/12/21 關鍵性普羅王大戰 (Part 15),https://www.youtube.com/watch?v=9PntjleYUwI,pending
【LNG】2014/12/21 關鍵性普羅王大戰 (Part 14),https://www.youtube.com/watch?v=xQ4a0IIExVo,pending
【LNG】2014/12/21 關鍵性普羅王大戰 (Part 13),https://www.youtube.com/watch?v=gnguPxSYHKE,pending
【LNG】2014/12/21 關鍵性普羅王大戰 (Part 12),https://www.youtube.com/watch?v=kaIea7g6xfI,pending
【LNG】2014/12/21 關鍵性普羅王大戰 (Part 11),https://www.youtube.com/watch?v=9zi9cNhkmEM,pending
【LNG】2014/12/21 關鍵性普羅王大戰 (Part 10),https://www.youtube.com/watch?v=IpE7ALRMQ7s,pending
【LNG】2014/12/21 關鍵性普羅王大戰 (Part 9),https://www.youtube.com/watch?v=-4jaSBkvxC8,pending
【LNG】2014/12/21 關鍵性普羅王大戰 (Part 8),https://www.youtube.com/watch?v=nDAlCgLiVKA,pending
【LNG】2014/12/21 關鍵性普羅王大戰 (Part 7),https://www.youtube.com/watch?v=RfestyaET7c,pending
【LNG】2014/12/21 關鍵性普羅王大戰 (Part 6),https://www.youtube.com/watch?v=B6bM1ivCXPc,pending
【LNG】2014/12/21 關鍵性普羅王大戰 (Part 5),https://www.youtube.com/watch?v=rc0I5d_PNyA,pending
【LNG】2014/12/21 關鍵性普羅王大戰 (Part 4),https://www.youtube.com/watch?v=MccsRO4GnJk,pending
【LNG】2014/12/21 關鍵性普羅王大戰 (Part 3),https://www.youtube.com/watch?v=97Q73Q4YA2g,pending
【LNG】2014/12/21 關鍵性普羅王大戰 (Part 2),https://www.youtube.com/watch?v=isfga9wQUf0,pending
【LNG】2014/12/21 關鍵性普羅王大戰 (Part 1),https://www.youtube.com/watch?v=P2Ud7Oiivvo,pending
【LNG】2014/12/06 找安找安 - 2 / 2,https://www.youtube.com/watch?v=xFD7DDtk3Mk,pending
【LNG】2014/12/06 找安找安 - 1 / 2,https://www.youtube.com/watch?v=MTFP8IPkFMI,pending
【LNG】2014/11/23 閒聊+Trove - 3 / 3,https://www.youtube.com/watch?v=CB0kAswkxP8,pending
【LNG】2014/11/23 閒聊+Trove - 2 / 3,https://www.youtube.com/watch?v=Ex9EIQMEVgc,pending
【LNG】2014/11/23 閒聊+Trove - 1 / 3,https://www.youtube.com/watch?v=3c59qYkLp00,pending
【LNG】2014/11/15 惱怒的情侶行為 - 8 / 8,https://www.youtube.com/watch?v=5umPKmLYQlQ,pending
【LNG】2014/11/15 惱怒的情侶行為 - 7 / 8,https://www.youtube.com/watch?v=pIZdpRa8MWQ,pending
